;RU;BY;G
Бондаренко;Бандарэнка;MF
Бондарик;Бандарык;MF
Бондарчик;Бандарчык;MF
Бондарчук;Бандарчук;MF
Борейко;Барэйка;MF
Борисевич;Барысевіч;MF
Борисенко;Барысенка;MF
Борисёнок;Барысёнак;MF
Борисик;Барысік;MF
Борисов;Барысаў;M
Борисова;Барысава;F
Борисовец;Барысавец;MF
Борисюк;Барысюк;MF
Боричевская;Барычэўская;F
Боричевский;Барычэўскі;M
Боровик;Баравік;MF
Боровская;Бароўская;F
Боровский;Бароўскі;M
Бороденя;Барадзеня;MF
Бородич;Бародзіч;MF
Борсук;Барсук;MF
Боярчук;Баярчук;MF
Брагинец;Брагінец;MF
Будько;Будзько;MF
Буйко;Буйка;MF
Булавко;Булаўка;MF
Булойчик;Булойчык;MF
Бурко;Бурка;MF
Бусько;Бусько;MF
Бутько;Буцька;MF
Быков;Быкаў;M
Быкова;Быкава;F
Быковская;Быкаўская;F
Быковский;Быкоўскі;M
Быховец;Быхавец;MF
Бычков;Бычкоў;M
Бычкова;Бычкова;F
Бычковская;Бычкоўская;F
Бычковский;Бычкоўскі;M
Бятеня;Бяценя;MF
Вакульчик;Вакульчык;MF
Валюк;Валюк;MF
Варвашеня;Варвашэня;MF
Василевич;Васілевіч;MF
Василевская;Васілеўская;F
Василевский;Васілеўскі;M
Василенко;Васіленка;MF
Василёнок;Васілёнак;MF
Васильев;Васільеў;M
Васильева;Васільева;F
Василюк;Васілюк;MF
Васько;Васько;MF
Васюк;Васюк;MF
Вашкевич;Вашкевіч;MF
Величко;Вялічка;MF
Вербицкая;Вярбіцкая;F
Вербицкий;Вярбіцкі;M
Вергейчик;Вяргейчык;MF
Веремейчик;Верамейчык;MF
Веренич;Вераніч;MF
Виноградов;Вінаградаў;M
Виноградова;Вінаградава;F
Витковская;Віткоўская;F
Витковский;Віткоўскі;M
Вишневская;Вішнеўская;F
Вишневский;Вішнеўскі;M
Владыко;Уладыка;MF
Власенко;Уласенка;MF
Власюк;Уласюк;MF
Влащик;Уладальнік;MF
Войтик;Войцік;MF
Войтович;Вайтовіч;MF
Войцехов;Войцэхаў;M
Войцехова;Вайцэхава;F
Волков;Волкаў;M
Волкова;Волкава;F
Володько;Валадзько;MF
Волосюк;Валасюк;MF
Волчок;Турок;MF
Воронов;Крумкачоў;M
Воронова;Воранава;F
Воронько;Варанько;MF
Врублевская;Урублеўская;F
Врублевский;Урублеўскі;M
Высоцкая;Высоцкая;F
Высоцкий;Высоцкі;M
Гавриленко;Гаўрыленка;MF
Гавриленя;Гаўрыленя;MF
Гаврилов;Гаўрылаў;M
Гаврилова;Гаўрылава;F
Гаврильчик;Гаўрыльчык;MF
Гаврилюк;Гаўрылюк;MF
Гайдук;Гайдук;MF
Галушко;Галушка;MF
Гапоненко;Гапоненка;MF
Гегеня;Гегеня;MF
Герасименко;Герасіменкі;MF
Герасимёнок;Герасімёнак;MF
Герасименя;Герасіменя;MF
Герасимов;Герасімаў;M
Герасимова;Герасімава;F
Герасимович;Герасімовіч;MF
Герасимчик;Герасімчык;MF
Герасимчук;Герасімчук;MF
Глинская;Глінская;F
Глинский;Глінскі;M
Голенок;Галёнак;MF
Голик;Голік;MF
Головко;Галоўка;MF
Голубев;Голубеў;M
Голубева;Голубева;F
Гончаренко;Ганчарэнка;MF
Гончарёнок;Ганчаронак;MF
Гончарик;Ганчарык;MF
Гончаров;Ганчароў;M
Гончарова;Ганчарова;F
Гончарук;Ганчарук;MF
Горбачевская;Гарбачоўская;F
Горбачевский;Гарбачэўскі;M
Гордейчик;Гардзейчык;MF
Горелик;Гарэлік;MF
Горошко;Гарошка;MF
Горощеня;Гарашчэня;MF
Грибовская;Грыбоўская;F
Грибовский;Грыбоўскі;M
Григорович;Грыгаровіч;MF
Григорьев;Грыгор'еў;M
Григорьева;Грыгор'ева;F
Гридюшко;Грыдзюшка;MF
Гриневич;Грыневіч;MF
Гринкевич;Грынкевіч;MF
Гринько;Грынько;MF
Гринюк;Грынюк;MF
Грицкевич;Грыцкевіч;MF
Грицук;Грыцук;MF
Гришкевич;Грышкевіч;MF
Гришко;Грышко;MF
Грищенко;Грышчанка;MF
Грищук;Грышчук;MF
Громыко;Грамыка;MF
Гузаревич;Гузарэвіч;MF
Гулевич;Гулевіч;MF
Гунько;Гунько;MF
Гуринович;Гурыновіч;MF
Гурская;Гурская;F
Гурский;Гурскі;M
Давиденя;Давідзеня;MF
Давидович;Давідовіч;MF
Давыденко;Давыдзенка;MF
Дайнеко;Дайнека;MF
Данилевич;Данілевіч;MF
Даниленко;Даніленка;MF
Данилов;Данілаў;M
Данилова;Данілава;F
Данилович;Данілавіч;MF
Данильчик;Данільчык;MF
Данилюк;Данілюк;MF
Дашкевич;Дашкевіч;MF
Дашук;Дашук;MF
Делендик;Дзялендзік;MF
Демиденко;Дземідзенка;MF
Демидович;Дземідовіч;MF
Демидчик;Дзямідчык;MF
Демидюк;Дземідзюк;MF
Демченко;Дземчанка;MF
Демчук;Дзямчук;MF
Денисевич;Дзенісевіч;MF
Денисенко;Дзенісенка;MF
Денисюк;Дзенісюк;MF
Денищик;Дзянішчык;MF
Детко;Дзятко;MF
Дещеня;Дзешчаня;MF
Диковицкая;Дзікавіцкая;F
Диковицкий;Дзікавіцкі;M
Дмитриев;Дзмітрыеў;M
Дмитриева;Дзмітрыева;F
Дмитрук;Дзмітрук;MF
Добровольская;Дабравольская;F
Добровольский;Дабравольскі;M
Долбик;Долбік;MF
Дорошенко;Дарашэнка;MF
Дорошко;Дарошка;MF
Драбеня;Драбяня;MF
Дробышевская;Драбышэўская;F
Дробышевский;Драбышэўскі;M
Дроздов;Драздоў;M
Дроздова;Драздова;F
Дубик;Дубік;MF
Дубовик;Дубовік;MF
Дубовская;Дубоўская;F
Дубовский;Дубоўскі;M
Дубровская;Дуброўская;F
Дубровский;Дуброўскі;M
Дудко;Дудко;MF
Евсеенко;Яўсеенка;MF
Евсеня;Яўсеня;MF
Евсиевич;Еўсіевіч;MF
Егоров;Ягораў;M
Егорова;Ягорава;F
Езерская;Язерская;F
Езерский;Язерскі;M
Езовитов;Езавітаў;M
Езовитова;Езавітава;F
Емельянов;Емяльянаў;M
Емельянова;Емяльянава;F
Емельянчик;Емяльянчык;MF
Ермаков;Ермакоў;M
Ермакова;Ермакова;F
Ермакович;Ермаковіч;MF
Ермоленко;Ярмоленка;MF
Ермолович;Ермаловіч;MF
Ефименко;Яфіменка;MF
Ефимчик;Яфімчык;MF
Жданеня;Жданеня;MF
Жданович;Ждановіч;MF
Жданок;Жданок;MF
Жилинская;Жылінская;F
Жилинский;Жылінскі;M
Жилко;Жылка;MF
Жмыреня;Жмырэня;MF
Жолток;Жаўток;MF
Жук;Жук;MF
Жуков;Жукаў;M
Жукова;Жукава;F
Жуковская;Жукоўская;F
Жуковский;Жукоўскі;M
Журавская;Жураўская;F
Журавский;Жураўскі;M
Заборонок;Забаранак;MF
Завадская;Завадская;F
Завадский;Завадскі;M
Загорская;Загорская;F
Загорский;Загорскі;M
Зайко;Зайка;MF
Зайцев;Зайцаў;M
Зайцева;Зайцава;F
Закревская;Закрэўская;F
Закревский;Закрэўскі;M
Заневская;Занеўская;F
Заневский;Занеўскі;M
Занько;Занька;MF
Зарецкая;Зарэцкая;F
Зарецкий;Зарэцкі;M
Захаревич;Захарэвіч;MF
Захаренко;Захаранка;MF
Захаров;Захараў;M
Захарова;Захарава;F
Захарчук;Захарчук;MF
Зданович;Здановіч;MF
Зеленко;Зелянко;MF
Зеленя;Зялёная;MF
Зенько;Зенька;MF
Зинкевич;Зінкевіч;MF
Змушко;Змушка;MF
Зубеня;Зубеня;MF
Зубко;Зубко;MF
Зубок;Зубак;MF
Зубрицкая;Зубрыцкая;F
Зубрицкий;Зубрыцкі;M
Зубченок;Зубчонак;MF
Зуев;Зуеў;M
Зуева;Зуева;F
Зуёнок;Зуёнак;MF
Иванейчик;Іванейчык;MF
Иваненко;Іваненка;MF
Иванец;Іванец;MF
Иванисеня;Іванісеня;MF
Иванов;Іваноў;M
Иванова;Іванова;F
Ивановская;Іванаўская;F
Ивановский;Іваноўскі;M
Иванчик;Іванчык;MF
Иванюк;Іванюк;MF
Ивашкевич;Івашкевіч;MF
Ивашкин;Івашкін;M
Ивашкина;Івашкіна;F
Ивашко;Івашка;MF
Игнатенко;Ігнаценка;MF
Игнатеня;Ігнаценя;MF
Игнатович;Ігнатовіч;MF
Игнатюк;Ігнацюк;MF
Ильеня;Ільеня;MF
Ильинич;Іллініч;MF
Исаенко;Ісаенка;MF
Исаеня;Ісаеня;MF
Исаченко;Ісачэнка;MF
Казаков;Казакоў;M
Казакова;Казакова;F
Казаченко;Казачэнка;MF
Казачёнок;Казачонак;MF
Казимиров;Казіміраў;M
Казимирова;Казімірава;F
Каленик;Каленік;MF
Калиновская;Каліноўская;F
Калиновский;Каліноўскі;M
Камаровская;Камароўская;F
Камаровский;Камароўскі;M
Каминская;Камінская;F
Каминский;Камінскі;M
Камлюк;Камлюк;MF
Кананков;Кананкоў;M
Кананкова;Кананкова;F
Капустин;Капусцін;M
Капустина;Капусціна;F
Карпенко;Карпенка;MF
Карпеня;Карпеня;MF
Карпец;Карпец;MF
Карпиеня;Карпіеня;MF
Карпович;Карповіч;MF
Карпук;Карпук;MF
Касперович;Каспяровіч;MF
Катеня;Кацяня;MF
Катеринич;Кацярыніч;MF
Кеня;Кеня;MF
Кивеня;Ківеня;MF
Киеня;Кіеня;MF
Кириеня;Кірыеня;MF
Кирик;Кірык;MF
Кириленко;Кірыленка;MF
Кирильчик;Кірыльчык;MF
Кирилюк;Кірылюк;MF
Клещёнок;Кляшчонак;MF
Клименко;Кліменка;MF
Климёнок;Кліменак;MF
Клименок;Клімянок;MF
Клименя;Кліменя;MF
Климко;Клімко;MF
Климкович;Клімковіч;MF
Климов;Клімаў;M
Климова;Клімава;F
Климович;Клімавіч;MF
Климук;Клімук;MF
Климчук;Клімчук;MF
Клишевич;Клішэвіч;MF
Клочко;Клачка;MF
Ковалевич;Кавалевіч;MF
Ковалевская;Кавалеўская;F
Ковалевский;Кавалеўскі;M
Коваленко;Каваленкі;MF
Ковалёнок;Кавалёнак;MF
Коваленя;Каваленя;MF
Ковальчук;Кавальчук;MF
Козик;Козік;MF
Козленя;Казляня;MF
Козлов;Казлоў;M
Козлова;Казлова;F
Козловская;Казлоўская;F
Козловский;Казлоўскі;M
Колесник;Калеснік;MF
Колесников;Калеснікаў;M
Колесникова;Калеснікава;F
Колесникович;Калесніковіч;MF
Колосовская;Каласоўская;F
Колосовский;Каласоўскі;M
Кондратенко;Кандраценка;MF
Кондратеня;Кандраценя;MF
Кондратович;Кандратовіч;MF
Кондратьев;Кандрацьеў;M
Кондратьева;Кандрацьева;F
Кондратюк;Кандрацюк;MF
Коновалов;Канавалаў;M
Коновалова;Канавалава;F
Кононович;Канановіч;MF
Конончук;Кананчук;MF
Копеленя;Капеленя;MF
Корневец;Карнявец;MF
КорневецБазылец;КарнявецБазылец;MF
Корнейчик;Карнейчык;MF
Корнейчук;Карняйчук;MF
Королёнок;Каралёнак;MF
Короткевич;Караткевіч;MF
Косенчук;Касянчук;MF
Костусев;Кастусёў;M
Костусева;Кастусёва;F
Костюк;Касцюк;MF
Костюкович;Касцюковіч;MF
Костюченко;Касцючэнка;MF
Котов;Катоў;M
Котова;Котава;F
Кохнюк;Кахнюк;MF
Кравцов;Краўцоў;M
Кравцова;Краўцова;F
Кравченко;Краўчанка;MF
Кравчёнок;Краўчонак;MF
Кравченя;Краўчэня;MF
Кравчук;Краўчук;MF
Краменя;Крамяня;MF
Красовская;Красоўская;F
Красовский;Красоўскі;M
Кривецкая;Крывецкая;F
Кривецкий;Крывецкі;M
Кривицкая;Крывіцкая;F
Кривицкий;Крывіцкі;M
Кругленя;Кругленя;MF
Круглик;Круглік;MF
Крук;Крук;MF
Крупеня;Крупеня;MF
Крупская;Крупская;F
Крупский;Крупскі;M
Крутько;Круцько;MF
Крученок;Кручаня;MF
Крывеня;Крывеня;MF
Куделко;Кудзелка;MF
Кудин;Кудзін;M
Кудина;Кудзіна;F
Кузнецов;Кузняцоў;M
Кузнецова;Кузняцова;F
Кузьменко;Кузьменка;MF
Кузьменков;Кузьмянкоў;M
Кузьменкова;Кузьмянкова;F
Кузьменок;Кузьмянок;MF
Кузьмин;Кузьмін;M
Кузьмина;Кузьміна;F
Кузьминич;Кузьмініч;MF
Кузьмицкая;Кузьміцкая;F
Кузьмицкий;Кузьміцкі;M
Кузьмич;Кузьміч;MF
Кулешов;Куляшоў;M
Кулешова;Куляшова;F
Кулик;Кулік;MF
Куликовская;Кулікоўская;F
Куликовский;Кулікоўскі;M
Кулинич;Кулініч;MF
Кульгавеня;Кульгавеня;MF
Куницкая;Куніцкая;F
Куницкий;Куніцкі;M
Купрейчик;Купрэйчык;MF
Куприянчик;Купрыянчык;MF
Купченя;Купчэня;MF
Кураленя;Кураленя;MF
Курашик;Курашык;MF
КурашикАбрамчик;КурашікАбрамчык;MF
Курилёнок;Курылёнак;MF
Курильчик;Курыльчык;MF
Курленя;Курленя;MF
Курлович;Курловіч;MF
Кухаренко;Кухарэнка;MF
Кухарёнок;Кухаронак;MF
Кухаронок;Кухаронак;MF
Кухарчик;Кухарчык;MF
Кухарчук;Кухарчук;MF
Кухтеня;Кухценя;MF
Кучинская;Кучынская;F
Кучинский;Кучынскі;M
Кучко;Кучко;MF
Кучук;Кучук;MF
Кушнеров;Кушнераў;M
Кушнерова;Кушнерава;F
Лавринович;Лаўрыновіч;MF
Ладик;Ладзік;MF
Ладутько;Ладуцька;MF
Лазаренко;Лазарэнка;MF
Лазарчик;Лазарчык;MF
Лазовская;Лазоўская;F
Лазовский;Лазоўскі;M
Лапицкая;Лапіцкая;F
Лапицкий;Лапіцкі;M
Лапко;Лапко;MF
Лаптёнок;Лапцёнак;MF
Ларченко;Ларчанка;MF
Латушко;Латушка;MF
Латышкевич;Латышкевіч;MF
Латышович;Латышавіч;MF
Лашкевич;Лашкевіч;MF
Лашук;Лашук;MF
Лебедев;Лебедзеў;M
Лебедева;Лебедзева;F
Леваненя;Леваненя;MF
Левицкая;Лявіцкая;F
Левицкий;Лявіцкі;M
Левкович;Ляўковіч;MF
Левченко;Леўчанка;MF
Левчик;Леўчык;MF
Левчук;Ляўчук;MF
Лемешевская;Лемяшэўская;F
Лемешевский;Лемяшэўскі;M
Леоненко;Леаненка;MF
Леоненя;Леаненя;MF
Леонов;Лявонаў;M
Леонова;Лявонава;F
Леонович;Леановіч;MF
Леончик;Лявончык;MF
Лепешко;Ляпёшка;MF
Лещенко;Лешчанка;MF
Лещинская;Ляшчынская;F
Лещинский;Ляшчынскі;M
Лименя;Ліменя;MF
Линкевич;Лінкевіч;MF
Липницкая;Ліпніцкая;F
Липницкий;Ліпніцкі;M
Липская;Ліпская;F
Липский;Ліпскі;M
Лисовская;Лісоўская;F
Лисовский;Лісоўскі;M
Литвин;Літвін;M
Литвина;Літвіна;F
Литвинов;Літвінаў;M
Литвинова;Літвінава;F
Литвинчук;Літвінчук;MF
Лицкевич;Ліцкевіч;MF
Лобанок;Лабанок;MF
Лозюк;Лазюк;MF
Лойко;Лойка;MF
Ломако;Ламака;MF
Лосик;Лосік;MF
Лукашевич;Лукашэвіч;MF
Лукашик;Лукашык;MF
Лукьяненко;Лук'яненка;MF
Лукьянов;Лук'янаў;M
Лукьянова;Лук'янава;F
Лукьянчик;Лук'янчык;MF
Лученок;Лучанок;MF
Лущик;Лушчык;MF
Лысенко;Лысенка;MF
Маевская;Маеўская;F
Маевский;Маеўскі;M
Мазаник;Мазанік;MF
Мазуленя;Мазуленя;MF
Майсеня;Майсеня;MF
Майсюк;Майсюк;MF
Макаревич;Макарэвіч;MF
Макаренко;Макаранка;MF
Макаров;Макараў;M
Макарова;Макарава;F
Макарчук;Макарчук;MF
Макейчик;Макейчык;MF
Маковская;Макоўская;F
Маковский;Макоўскі;M
Максименко;Максіменка;MF
Максименя;Максіменя;MF
Максимов;Максімаў;M
Максимова;Максімава;F
Максимович;Максімавіч;MF
Максимчик;Максімчык;MF
Макутеня;Макуценя;MF
Малахов;Малахаў;M
Малахова;Малахава;F
Малашенко;Малашанка;MF
Малец;Малец;MF
Малиновская;Маліноўская;F
Малиновский;Маліноўскі;M
Малышко;Малышка;MF
Малявко;Маляўка;MF
Мандрик;Мандрык;MF
Манкевич;Манкевіч;MF
Манько;Манько;MF
Маринич;Марыніч;MF
Маркевич;Маркевіч;MF
Марков;Маркаў;M
Маркова;Маркава;F
Марковская;Маркаўская;F
Марковский;Маркоўскі;M
Мартинович;Марціновіч;MF
Мартыненко;Мартыненка;MF
Мартынюк;Мартынюк;MF
Марченко;Марчанка;MF
Марчик;Марчык;MF
Марчук;Марчук;MF
Масловская;Маслоўская;F
Масловский;Маслоўскі;M
Масюк;Масюк;MF
Масянзов;Масянзаў;M
Масянзова;Масянзава;F
Матвеев;Мацвееў;M
Матвеева;Мацвеева;F
Матвеенко;Мацвеенка;MF
Матвееня;Мацвееня;MF
Матвейчик;Мацвейчык;MF
Матусевич;Матусевіч;MF
Матюк;Мацюк;MF
Мацвееня;Мацвееня;MF
Мацкевич;Мацкевіч;MF
Медведев;Мядзведзеў;M
Медведева;Мядзведзева;F
Мелешко;Мялешка;MF
Мельник;Мельнік;MF
Мельников;Мельнікаў;M
Мельникова;Мельнікава;F
Мельниченко;Мельнічэнка;MF
Мельничук;Мельнічук;MF
Метельская;Мяцельская;F
Метельский;Мяцельскі;M
Микеня;Мікеня;MF
Микулич;Мікуліч;MF
Минич;Мініч;MF
Минько;Мінько;MF
Миронов;Міронаў;M
Миронова;Міронава;F
Мирончик;Мірончык;MF
Мисеня;Місеня;MF
Мисюк;Місюк;MF
Михадюк;Міхадзюк;MF
Михайлов;Міхайлаў;M
Михайлова;Міхайлава;F
Михайловская;Міхайлаўская;F
Михайловский;Міхайлаўскі;M
Михалевич;Міхалевіч;MF
Михалёнок;Міхалёнак;MF
Михаленя;Міхаленя;MF
Михальчук;Міхальчук;MF
Михалюк;Міхалюк;MF
Михневич;Міхневіч;MF
Михновец;Міхнавец;MF
Михнюк;Міхнюк;MF
Мицкевич;Міцкевіч;MF
Мищенко;Мішчанка;MF
Можейко;Мажэйка;MF
Моисеенко;Майсеенка;MF
Молочко;Малачко;MF
Морозов;Марозаў;M
Морозова;Марозава;F
Москаленко;Маскаленка;MF
Мурашко;Мурашка;MF
Мякеня;Мякеня;MF
Назаренко;Назаранка;MF
Назарчук;Назарчук;MF
Наливайко;Налівайка;MF
Нарбутович;Нарбутовіч;MF
Нарейко;Нарэйка;MF
Науменко;Навуменка;MF
Наумович;Навумовіч;MF
Наумчик;Навумчык;MF
Нестеренко;Несцярэнка;MF
Нестерович;Несцяровіч;MF
Нестерук;Несцярук;MF
Нехайчик;Няхайчык;MF
Никитенко;Нікіценка;MF
Никитин;Нікіцін;M
Никитина;Нікіціна;F
Никитюк;Нікіцюк;MF
Николаев;Мікалаеў;M
Николаева;Мікалаева;F
Николаенко;Нікалаенка;MF
Николаеня;Мікалаеня;MF
Ничипорук;Нічыпарук;MF
Новик;Новік;MF
Новиков;Новікаў;M
Новикова;Новікава;F
Новицкая;Навіцкая;F
Новицкий;Навіцкі;M
Обуховская;Абухоўская;F
Обуховский;Абухоўскі;M
Овсяник;Аўсянік;MF
Овчинников;Аўчыннікаў;M
Овчинникова;Аўчыннікава;F
Оленчевич;Алянчэвіч;MF
Ольховик;Альховік;MF
Онищук;Анішчук;MF
ОнищукАбрамчук;АнішчукАбрамчук;MF
Орешко;Арэшка;MF
Орлов;Арлоў;M
Орлова;Арлова;F
Орлович;Арловіч;MF
Орловская;Арлоўская;F
Орловский;Арлоўскі;M
Осипенко;Асіпенка;MF
Осипов;Осіпаў;M
Осипова;Осіпава;F
Осипович;Асіповіч;MF
Осипчик;Осіпчык;MF
Осмоловская;Асмалоўская;F
Осмоловский;Асмалоўскі;M
Остапеня;Астапеня;MF
Остапчук;Астапчук;MF
Осташеня;Асташэня;MF
Островская;Астроўская;F
Островский;Астроўскі;M
Павленко;Паўленка;MF
Павленок;Паўлёнак;MF
Павленя;Паўленя;MF
Павлов;Паўлаў;M
Павлова;Паўлава;F
Павловец;Паўлавец;MF
Павлович;Паўловіч;MF
Павловская;Паўлоўская;F
Павловский;Паўлоўскі;M
Павлюк;Паўлюк;MF
Павлюкевич;Паўлюкевіч;MF
Павлюченко;Паўлючэнка;MF
Панасюк;Панасюк;MF
Панько;Панько;MF
Парфеня;Парфеня;MF
Пархимович;Пархімовіч;MF
Пархоменко;Пархоменка;MF
Пасюк;Пасюк;MF
Пашкевич;Пашкевіч;MF
Пашковская;Пашкоўская;F
Пашковский;Пашкоўскі;M
Пашук;Пашук;MF
Пекарская;Пякарская;F
Пекарский;Пякарскі;M
Перденя;Пердзеня;MF
Петкевич;Пяткевіч;MF
Петренко;Пятрэнка;MF
Петринич;Петрыніч;MF
Петров;Пятроў;M
Петрова;Пятрова;F
Петрович;Пятровіч;MF
Петровская;Пятроўская;F
Петровский;Пятроўскі;M
Петручик;Пятручык;MF
Петухoва;Петухова;F
Петухов;Петухоў;M
Петушок;Пеўнік;MF
Пивоварчик;Піваварчык;MF
Пилипенко;Піліпенка;MF
Пилипчук;Піліпчук;MF
Пинчук;Пінчук;MF
Писарик;Пісарык;MF
Пищик;Пішчык;MF
Пожиток;Пажытак;MF
ПожитокАсташонок;ПажытакАсташонак;MF
Полещук;Паляшчук;MF
Полищук;Палішчук;MF
Полховская;Палхоўская;F
Полховский;Палхоўскі;M
Полюхович;Палюховіч;MF
Поляков;Палякаў;M
Полякова;Палякова;F
Полянин;Палянін;M
Полянина;Паляніна;F
Полянская;Палянская;F
Полянский;Палянскі;M
Попoва;Папова;F
Попеня;Папеня;MF
Попко;Папко;MF
Поплавская;Паплаўская;F
Поплавский;Паплаўскі;M
Попов;Папоў;M
Попок;Папок;MF
Потапенко;Патапенка;MF
Потоцкая;Патоцкая;F
Потоцкий;Патоцкі;M
Пранузoва;Пранузава;F
Пранузов;Пранузаў;M
Приходько;Прыходзька;MF
Прокопенко;Пракапенка;MF
Прокопеня;Пракапеня;MF
Прокопович;Пракаповіч;MF
Прокопчик;Пракопчык;MF
Прокопчук;Пракапчук;MF
Протасевич;Пратасевіч;MF
Протасеня;Пратасеня;MF
Прохоренко;Прахарэнка;MF
Прохорчик;Прохарчык;MF
Прудникoва;Пруднікава;F
Прудников;Пруднікаў;M
Рабкoва;Рабкова;F
Рабков;Рабкоў;M
Радевич;Радзевіч;MF
Радкевич;Радкевіч;MF
Радченко;Радчанка;MF
Радчук;Радчук;MF
Радюк;Радзюк;MF
Ребковец;Рабкавец;MF
Редько;Рэдзька;MF
Ржеутская;Ржэуцкая;F
Ржеутский;Ржэўцкі;M
Рожко;Ражко;MF
Романoва;Раманава;F
Романенко;Раманенка;MF
Романов;Раманаў;M
Романович;Рамановіч;MF
Романовская;Раманаўская;F
Романовский;Раманоўскі;M
Романчик;Раманчык;MF
Романчук;Раманчук;MF
Романюк;Раманюк;MF
Ромашко;Рамашка;MF
Рослик;Рослік;MF
Рудёнок;Рудзёнак;MF
Руденок;Рудзянок;MF
Руденя;Рудзеня;MF
Рудковская;Рудкоўская;F
Рудковский;Рудкоўскі;M
Рудницкая;Рудніцкая;F
Рудницкий;Рудніцкі;M
Рудько;Рудзько;MF
Русецкая;Русецкая;F
Русецкий;Русецкі;M
Рутковская;Руткоўская;F
Рутковский;Руткоўскі;M
Рыбакoва;Рыбакова;F
Рыбаков;Рыбакоў;M
Рябцев;Рабцаў;M
Рябцева;Рабцава;F
Савастеня;Савасцяня;MF
Савенко;Савенка;MF
Савёнок;Савёнак;MF
Савенок;Савяня;MF
Савеня;Савеня;MF
Савинич;Савініч;MF
Савицкая;Савіцкая;F
Савицкий;Савіцкі;M
Савич;Савіч;MF
Савко;Саўко;MF
Савченко;Саўчанка;MF
Савчик;Саўчык;MF
Савчук;Саўчук;MF
Садовская;Садоўская;F
Садовский;Садоўскі;M
Сакович;Саковіч;MF
Самуйлик;Самуйлік;MF
Самусев;Самусеў;M
Самусева;Самусева;F
Самусевич;Самусевіч;MF
Санько;Санько;MF
Сарапеня;Сарапеня;MF
Сасько;Сасько;MF
Сахарчук;Сахарчук;MF
Сахончик;Сахончык;MF
Сачук;Сачук;MF
Свириденко;Свірыдзенка;MF
Севрук;Сяўрук;MF
Селеня;Селеня;MF
Селивончик;Селівончык;MF
Селицкая;Сяліцкая;F
Селицкий;Сяліцкі;M
Семашко;Сямашка;MF
Семенoва;Сямёнава;F
Семенов;Сямёнаў;M
Семенчук;Семянчук;MF
